Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery,taster_name,taster_twitter_handle,title
125271,US,"Zinfandel is joined by Mourvèdre and a few other minor grape varieties in this overtly sweet, high alcohol wine. It's soft and glyceriney, with cherry, blueberry, dark chocolate and pepper flavors. You have to give it credit for being true to its style.",Especiale,88,40.0,California,Paso Robles,Central Coast,Zinfandel,Peachy Canyon,,,Peachy Canyon 2010 Especiale Zinfandel (Paso Robles)
125272,Argentina,"Pretty aromas of cassis, cherry and sweet cream are inviting. Feels good, with zesty acidity and nice overall balance. Flavors of black currant, Bing cherry and plum cover the bases, while the finish is easygoing. The epitome of everyday Cabernet.",[+],88,10.0,Mendoza Province,Mendoza,,Cabernet Sauvignon,Santa Julia,Michael Schachner,@wineschach,Santa Julia 2011 [+] Cabernet Sauvignon (Mendoza)
125273,Australia,"This medium-bodied dry white is notable for its balance and harmony. Citrus, wet stone and green apple aromas and flavors all come into play, none of them dominant, then end on a bright, grapefruity note. Drink now.",,88,18.0,South Australia,Adelaide Hills,,Pinot Gris,Sidewood,Joe Czerwinski,@JoeCz,Sidewood 2010 Pinot Gris (Adelaide Hills)
125274,US,"It drinks bigger than the listed 14% alcohol, but remains all in proportion. Tangy cherry and plum fruit flavors are wrapped in spice, cinnamon especially. A coffee scent carries through on the palate, infusing the finish.",StoneTree Vineyard,88,28.0,Washington,Wahluke Slope,Columbia Valley,Malbec,Steppe Cellars,Paul Gregutt,@paulgwine ,Steppe Cellars 2008 StoneTree Vineyard Malbec (Wahluke Slope)
125275,US,"Pretty, supple purple fruits infuse this interesting blend of Tempranillo, Grenache and Mourvèdre. No one grape dominates; the flavors are smoothly integrated and well-matched, with an undercoating of smoke, licorice, pastis and coffee. Nicely polished tannins.",StoneTree Vineyard,88,28.0,Washington,Wahluke Slope,Columbia Valley,Red Blend,Steppe Cellars,Paul Gregutt,@paulgwine ,Steppe Cellars 2008 StoneTree Vineyard Red (Wahluke Slope)
125276,US,"This 100% Cabernet was grown in a Calistoga vineyard. It was aged in 40% new oak. At the age of 3½ years, it's still quite tannic, even a bit rustic, with zippy acidity and fresh, jammy blackberry and black cherry flavors. Hard to say where it's going, but try aging it for 5–6 years and see what happens.",Winfield Vineyard,88,80.0,California,Calistoga,Napa,Cabernet Sauvignon,The Grade,,,The Grade 2008 Winfield Vineyard Cabernet Sauvignon (Calistoga)
125277,France,"Beautifully perfumed wine, its white fruits transformed into a mature, almond and herbal wine, tight and dry while showing delicious, appetite-enhancing freshness. Ready to drink now.",,88,25.0,Alsace,Alsace,,Riesling,Trimbach,Roger Voss,@vossroger,Trimbach 2008 Riesling (Alsace)
125278,US,"Made from 100% Cabernet, this is a fine everyday wine. It's dry, full-bodied and satisfying in blackberry, cola and currant flavors, with a nice kiss of oak. The alcohol level is nice and low. Ready to drink now.",Director's,88,21.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Francis Ford Coppola,,,Francis Ford Coppola 2009 Director's Cabernet Sauvignon (Sonoma County)
125279,US,"Acidity hits the palate like a shard of glass, immediately followed by rich, concentrated flavors of blackberries, cassis and spices. The tannins are strong, too. All the parts simply have not come together. Will it age well? It's not a slam dunk.",,88,70.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Frias,,,Frias 2007 Cabernet Sauvignon (Spring Mountain District)
125280,Australia,"Full bodied and meaty, with its slightly creamy texture supporting ample spice and bright berry flavors. This easy-drinking, moderately complex Barossa Shiraz is probably best consumed over the next 2–3 years.",,88,19.0,South Australia,Barossa,,Shiraz,Grant Burge,Joe Czerwinski,@JoeCz,Grant Burge 2010 Shiraz (Barossa)
125281,Italy,"This is a dark, plump expression of Sangiovese Grosso that delivers finely-tuned aromas of succulent fruit and blackberry. Notes of espresso and dark chocolate give the wine added dimension and staying power in the mouth.",Carillon,88,,Tuscany,Rosso di Montalcino,,Sangiovese Grosso,Vini Italiani da Sogno,,,Vini Italiani da Sogno 2010 Carillon  (Rosso di Montalcino)
125282,Italy,"From Montalcino's most historic estate, this pretty Rosso opens with a bright, ruby color and aromas of spice and forest fruit. It delivers bright acidity and silky tannins in the mouth.",,88,75.0,Tuscany,Rosso di Montalcino,,Sangiovese Grosso,Biondi Santi,,,Biondi Santi 2008  Rosso di Montalcino
125283,US,"Bonterra excels with this leaner, lighter, brighter form of Chardonnay. Made out of organically grown grapes, it's crisp as a green apple, with just a trace of butterscotch on the otherwise lemony finish.",,88,14.0,California,Mendocino County,,Chardonnay,Bonterra,Virginie Boone,@vboone,Bonterra 2010 Chardonnay (Mendocino County)
125284,Italy,"Milk chocolate and sweet cherry aromas appear alongside cured meat and plump black fruit. This is a straightforward Brunello with a creamy, soft close.",,88,65.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Col di Lamo,,,Col di Lamo 2007  Brunello di Montalcino
125285,South Africa,"There's a ripe orange-oil streak in the background of the bouquet, boosting rich aromas of tropical fruit and hay. The texture is full but framed by cleansing acidity and a tart, slightly pithy accent on the close.",,88,15.0,Constantia,,,Sauvignon Blanc,Constantia Glen,Lauren Buzzeo,@laurbuzz,Constantia Glen 2010 Sauvignon Blanc (Constantia)
125286,Romania,"Pristine on the nose and palate, this dry, full-bodied Chardonnay is a prime example of how thoroughly modern Romanian winemaking can be. Juicy and floral with pretty hints of apple blossoms, it's creamy and rich in texture, yet impeccably refreshing on the finish.",Theia Limited Edition,88,20.0,Sebes,,,Chardonnay,Cramele Halewood,Anna Lee C. Iijima,,Cramele Halewood 2010 Theia Limited Edition Chardonnay (Sebes)
125287,US,"Round and fruity, with a generous mix of berry and cherry, and no discernible oak influence, this pleasing Mourvèdre lets the fruit be the star. Nicely balanced and drinking well already, it carries a hint of mineral/metal in the finish.",Stone Tree Vineyard,88,39.0,Washington,Wahluke Slope,Columbia Valley,Mourvèdre,Dusted Valley,Paul Gregutt,@paulgwine ,Dusted Valley 2009 Stone Tree Vineyard Mourvèdre (Wahluke Slope)
125288,South Africa,"A kitchen-sink blend of 60% Shiraz, 20% Cab Sauv, 7% Grenache, 6% Mourvèdre, 4% Cinsault and 3% Viognier. Aromas of crushed violet petals are pitted against the intense mulled-raspberry and black-fruit core. Drinkable now, with approachable tannins and a dusty, cocoa-sprinkled finish, but could age until 2014.",Big Easy,88,20.0,Western Cape,,,Red Blend,Ernie Els,Lauren Buzzeo,@laurbuzz,Ernie Els 2010 Big Easy Red (Western Cape)
125289,US,"The latest entrant into the Napa Cabernet sweepstakes succeeds with this flashy wine. Made from grapes grown in the warm Vaca Hills east of the Silverado Trail, this wine impresses immediately with aromatics of black currants, mocha and lightly toasted French oak. In the mouth, it's pure Cabernet pleasure, with soft, compelling tannins and fine acidity. It's a dramatic wine that should develop well over the next 10 years, if not longer. This is a winery to watch.",Three Twins Vineyard,94,85.0,California,Napa Valley,Napa,Cabernet Sauvignon,Stone The Crows,,,Stone The Crows 2010 Three Twins Vineyard Cabernet Sauvignon (Napa Valley)
125290,France,"Equal parts Pinot Noir and Chardonnay, this is a powerfully rich wine based on the 1998 and 1997 vintage. It is full, packed with citrus, peach and apricot flavors mingling with a beautiful, generous creamy texture. This is a glorious Champagne, a worthy homage to Louis Tarlant who pioneered the family's Champagne in the early 20th century.",Hommage à Louis Tarlant Brut,94,,Champagne,Champagne,,Champagne Blend,Tarlant,Roger Voss,@vossroger,Tarlant NV Hommage à Louis Tarlant Brut  (Champagne)
125291,Italy,"Here's a beautiful interpretation from the 2008 vintage that shows balance, harmony and intensity all zipped up into one tight package. That seamless integration, followed by rich extraction, gives the wine momentum overall. Although this is a different wine from past vintages, the quality is just as high. Hold 5–10 years.",,94,65.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Uccelliera,,,Uccelliera 2008  Brunello di Montalcino
125292,France,"Austere and severe, this single-vineyard wine is very much a product of its limestone terroir. It has a mineral intensity that pushes through the tannins and black currant fruit, giving a powerful, dark character. Firm and structured, this is a wine for the long term.",,94,200.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Les Astéries,Roger Voss,@vossroger,Les Astéries 2010  Saint-Émilion
125293,Italy,"This impressive Brunello Riserva opens with an inky, garnet color, gorgeous aromatic intensity and bright tones of red cherry, licorice, rum cake and menthol. The wine feels tight and silky in the mouth with great purity and a long, polished feel. The wine can be cellared or consumed in two to three years from now.",Riserva,94,80.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Brunelli Martoccia,,,Brunelli Martoccia 2007 Riserva  (Brunello di Montalcino)
125294,France,"This second wine of Château Ausone is powerful, dominated by firmly tannic wood-aged Merlot. The wine also has an intense, juicy fruitiness and hints of spiced wood cake.",La Chapelle d'Ausone,94,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château Ausone,Roger Voss,@vossroger,Château Ausone 2010 La Chapelle d'Ausone  (Saint-Émilion)
125295,France,"Both rich and dense, this wine shows the ripeness of the Merlot in 2010. It has firm fruit, touches of dark chocolate and licorice. With its concentration, this small vineyard is now in good form, producing ageworthy wines.",,94,169.0,Bordeaux,Pomerol,,Bordeaux-style Red Blend,Château Providence,Roger Voss,@vossroger,Château Providence 2010  Pomerol
125296,France,"This chunky, fruity wine is full bodied and rich. It shows all the structure and weight of the vintage allied to ripe black fruits and a dense texture edged with minerality. Still very firm and youthful, it will need many years to mature.",,94,,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Clos Fourtet,Roger Voss,@vossroger,Clos Fourtet 2010  Saint-Émilion
125297,Italy,"This is a lovely wine with savory notes of spice and leather backed by clean berry freshness and bright menthol. The wine is dark and sophisticated with a generous mouthfeel and soft, velvety tannins. It shows a brawny, masculine personality that would pair well with game hen with black truffle.",Riserva,94,75.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Collosorbo,,,Collosorbo 2007 Riserva  (Brunello di Montalcino)
125298,Italy,"This is a meaty and masculine wine that is ready to drink now or within the next two to three years. It shows tight yet savory aromas of cured meat and spice followed by dried berry and cassis. The tannins are silky and polished, and there's a flash of extra power and flavor intensity on the finish.",Riserva,94,130.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Conti Costanti,,,Conti Costanti 2007 Riserva  (Brunello di Montalcino)
125299,South Africa,"A layered and complex wine, the 2009 Fusion V is one remarkable selection that's delicious now, although it certainly shows the stuffing to age well for another three to five years, at least. Forward sweet-oak notes marry harmoniously with black-fruit aromas on the nose. The robust, dense palate offers ripe flavors of cassis, blackberry and plum, with accents of leather, tobacco and licorice that linger long into the finish. Chewy, gripping tannins provide a firm structure, framing the full fruit flavors.",Fusion V,94,50.0,Stellenbosch,,,Bordeaux-style Red Blend,De Toren,Lauren Buzzeo,@laurbuzz,De Toren 2009 Fusion V Red (Stellenbosch)
125300,US,"Winemaker Gustavo Gonzalez left Robert Mondavi to do his own thing, and what an auspicious start. He's taken fruit from this historic Carneros vineyard and crafted a big and bold yet balanced Pinot filled with lusciousness. The flavors are enormously complex, ranging from fresh raspberry jam and cranberries to red currants and persimmons. Earthy cola, mushroom and forest floor notes add complexity. The acid-tannin balance is just about perfect. Good as it is, this compelling Pinot should develop well over the next six years.",Stanly Ranch,94,42.0,California,Carneros,Napa-Sonoma,Pinot Noir,Mira,,,Mira 2010 Stanly Ranch Pinot Noir (Carneros)
125301,Italy,"Here's a vibrant and etched Brunello riserva that opens with a dark, inky color and pretty aromas of dark fruit and plum followed by tobacco and spice. The wine leaves a large and long-lasting impression in the mouth with bright acidity and delicate nuances of crushed stone and white pepper on the close. Drink after 2018.",Riserva,94,95.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Podere Brizio,,,Podere Brizio 2007 Riserva  (Brunello di Montalcino)
125302,France,"Powerful, yet beautiful and smoothly structured. It has ripe, rich fruits, spice and sweet acidity. As a contrast, there is a dense core of tannins where the wine shows some severity and youth.",Les Forts de Latour,94,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Latour,Roger Voss,@vossroger,Château Latour 2010 Les Forts de Latour  (Pauillac)
125303,France,"Opulent and ripe, this is a powerful, wood-aged wine. It has a fine mix of tropical fruits, spice and vanilla. The richness is cut through with pink grapefruit to give a fine sense of poise and balance. Age for at least four years.",,94,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Pape Clément,Roger Voss,@vossroger,Château Pape Clément 2010  Pessac-Léognan
125304,Italy,"This beautiful riserva offers bright aromas of ginger, cola, dried mint, forest berry and cassis. The wine is bright and lively, with dusty tannins and balanced acidity. Overall, the wine shows incredibly clean and polished characteristics that linger long on the palate.",Riserva,94,58.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Collelceto,,,Collelceto 2007 Riserva  (Brunello di Montalcino)
